Gene ID	Human associated gene name	Human gene stable ID
ENSMUSG00000028453	FANCG	ENSG00000221829
ENSMUSG00000080847		
ENSMUSG00000090021		
ENSMUSG00000042572	UBE2Q1	ENSG00000160714
ENSMUSG00000028255	CLCA1	ENSG00000016490
ENSMUSG00000060459	KNG1	ENSG00000113889
ENSMUSG00000085875		
ENSMUSG00000106487		
ENSMUSG00000028865	CD164L2	ENSG00000174950
ENSMUSG00000022706	MRPL40	ENSG00000185608
ENSMUSG00000110650		
ENSMUSG00000110472		
ENSMUSG00000104957		
ENSMUSG00000074109	MRGPRX1	ENSG00000170255
ENSMUSG00000074109	MRGPRX2	ENSG00000183695
ENSMUSG00000074109	MRGPRX4	ENSG00000179817
ENSMUSG00000074109	MRGPRX3	ENSG00000179826
ENSMUSG00000084335		
ENSMUSG00000097539		
ENSMUSG00000099924		
ENSMUSG00000026109	TMEFF2	ENSG00000144339
ENSMUSG00000097299		
ENSMUSG00000075534		
ENSMUSG00000106100		
ENSMUSG00000108713		
ENSMUSG00000022702	HIRA	ENSG00000100084
ENSMUSG00000092509		
ENSMUSG00000087502		
ENSMUSG00000049649	GPR3	ENSG00000181773
ENSMUSG00000006930	HAP1	ENSG00000173805
ENSMUSG00000038517	TBKBP1	ENSG00000198933
ENSMUSG00000031799	TPM4	ENSG00000167460
ENSMUSG00000000157	ITGB2	ENSG00000160255
ENSMUSG00000026205	SLC23A3	ENSG00000213901
ENSMUSG00000042357	GJB5	ENSG00000189280
ENSMUSG00000023191	P3H3	ENSG00000110811
ENSMUSG00000079225		
ENSMUSG00000100773		
ENSMUSG00000101242		
ENSMUSG00000101102		
ENSMUSG00000100671		
ENSMUSG00000097472		
ENSMUSG00000101829		
ENSMUSG00000026447	PIK3C2B	ENSG00000133056
ENSMUSG00000037971	C11orf1	ENSG00000137720
ENSMUSG00000095605		
ENSMUSG00000081221		
ENSMUSG00000096652		
ENSMUSG00000099496		
ENSMUSG00000110022		
ENSMUSG00000082346		
ENSMUSG00000103290		
ENSMUSG00000035107	DCBLD2	ENSG00000057019
ENSMUSG00000030636		
ENSMUSG00000093978		
ENSMUSG00000095136		
ENSMUSG00000042055	WDR11	ENSG00000120008
ENSMUSG00000032898	FBXO21	ENSG00000135108
ENSMUSG00000043252	TMEM64	ENSG00000180694
ENSMUSG00000022857	TMPRSS15	ENSG00000154646
ENSMUSG00000103211		
ENSMUSG00000081273		
ENSMUSG00000094241		
ENSMUSG00000109383		
ENSMUSG00000073267		
ENSMUSG00000097241		
ENSMUSG00000096002		
ENSMUSG00000110748		
ENSMUSG00000079998		
ENSMUSG00000043289	MEI4	ENSG00000269964
ENSMUSG00000083444		
ENSMUSG00000082872		
ENSMUSG00000020783	NCBP3	ENSG00000074356
ENSMUSG00000063221	OR8D1	ENSG00000196341
ENSMUSG00000094566		
ENSMUSG00000084034		
ENSMUSG00000046111	CEP295	ENSG00000166004
ENSMUSG00000101525		
ENSMUSG00000057706	MEX3B	ENSG00000183496
ENSMUSG00000107434		
ENSMUSG00000086138		
ENSMUSG00000104993		
ENSMUSG00000023961	ENPP4	ENSG00000001561
ENSMUSG00000033520	IDI2	ENSG00000148377
ENSMUSG00000027676	CCDC39	ENSG00000145075
ENSMUSG00000103536		
ENSMUSG00000029992	GFPT1	ENSG00000198380
ENSMUSG00000109942		
ENSMUSG00000109106		
ENSMUSG00000110047		
ENSMUSG00000109927		
ENSMUSG00000110342		
ENSMUSG00000109277		
ENSMUSG00000037845	FDXACB1	ENSG00000255561
ENSMUSG00000109725		
ENSMUSG00000108444		
ENSMUSG00000086771		
ENSMUSG00000031517	GPM6A	ENSG00000150625
ENSMUSG00000000605	CLCN4	ENSG00000073464
ENSMUSG00000095148		
ENSMUSG00000029119	MAN2B2	ENSG00000013288
ENSMUSG00000036112	METAP2	ENSG00000111142
ENSMUSG00000109541		
ENSMUSG00000105882		
ENSMUSG00000104014		
ENSMUSG00000027968	LARP7	ENSG00000174720
ENSMUSG00000044629	CNRIP1	ENSG00000119865
ENSMUSG00000002602	AXL	ENSG00000167601
ENSMUSG00000051232	TMEM199	ENSG00000244045
ENSMUSG00000022747	ST3GAL6	ENSG00000064225
ENSMUSG00000050425	MRGPRX1	ENSG00000170255
ENSMUSG00000050425	MRGPRX2	ENSG00000183695
ENSMUSG00000050425	MRGPRX4	ENSG00000179817
ENSMUSG00000050425	MRGPRX3	ENSG00000179826
ENSMUSG00000068341		
ENSMUSG00000090223	PCP4	ENSG00000183036
ENSMUSG00000104711		
ENSMUSG00000101362		
ENSMUSG00000104543		
ENSMUSG00000032059	RP11-108O10.8	ENSG00000258529
ENSMUSG00000032059	ALG9	ENSG00000086848
ENSMUSG00000030653	PDE2A	ENSG00000186642
ENSMUSG00000105507		
ENSMUSG00000020120	PLEK	ENSG00000115956
ENSMUSG00000000159	IGSF5	ENSG00000183067
ENSMUSG00000102185		
ENSMUSG00000100250		
ENSMUSG00000102952		
ENSMUSG00000105077		
ENSMUSG00000105286		
ENSMUSG00000089873		
ENSMUSG00000099908		
ENSMUSG00000070546	MRGPRX1	ENSG00000170255
ENSMUSG00000070546	MRGPRX2	ENSG00000183695
ENSMUSG00000070546	MRGPRX4	ENSG00000179817
ENSMUSG00000070546	MRGPRX3	ENSG00000179826
ENSMUSG00000094546		
ENSMUSG00000047965		
ENSMUSG00000101029		
ENSMUSG00000027677	TTC14	ENSG00000163728
ENSMUSG00000105073		
ENSMUSG00000097041		
ENSMUSG00000105785		
ENSMUSG00000075304	SP5	ENSG00000204335
ENSMUSG00000081829		
ENSMUSG00000105748		
ENSMUSG00000099889		
ENSMUSG00000106629		
ENSMUSG00000095774		
ENSMUSG00000082130		
ENSMUSG00000086401		
ENSMUSG00000020806	RHBDF2	ENSG00000129667
ENSMUSG00000074212	DNAJB14	ENSG00000164031
ENSMUSG00000083658		
ENSMUSG00000095082		
ENSMUSG00000095836		
ENSMUSG00000029507	PUS1	ENSG00000177192
ENSMUSG00000073103		
ENSMUSG00000108541		
ENSMUSG00000105929		
ENSMUSG00000086687		
ENSMUSG00000096593		
ENSMUSG00000081767		
ENSMUSG00000094023	TRAV12-3	ENSG00000211794
ENSMUSG00000094023	TRAV12-1	ENSG00000211785
ENSMUSG00000094023	TRAV12-2	ENSG00000211789
ENSMUSG00000020740	GGA3	ENSG00000125447
ENSMUSG00000105377		
ENSMUSG00000104839		
ENSMUSG00000028643	SVBP	ENSG00000177868
ENSMUSG00000087085		
ENSMUSG00000002240	PRR27	ENSG00000187533
ENSMUSG00000081348		
ENSMUSG00000086892		
ENSMUSG00000110898		
ENSMUSG00000081010		
ENSMUSG00000091045		
ENSMUSG00000008892	VDAC3	ENSG00000078668
ENSMUSG00000107852		
ENSMUSG00000082173		
ENSMUSG00000037426	DEPDC5	ENSG00000100150
ENSMUSG00000041789		
ENSMUSG00000110964		
ENSMUSG00000080743		
ENSMUSG00000108020		
ENSMUSG00000084901		
ENSMUSG00000085032		
ENSMUSG00000086148		
ENSMUSG00000083752		
ENSMUSG00000039097	RLN2	ENSG00000107014
ENSMUSG00000039097	RLN1	ENSG00000107018
ENSMUSG00000025027	XPNPEP1	ENSG00000108039
ENSMUSG00000104675		
ENSMUSG00000106666		
ENSMUSG00000108323		
ENSMUSG00000031574	STAR	ENSG00000147465
ENSMUSG00000108651		
ENSMUSG00000109170		
ENSMUSG00000063089	KLK3	ENSG00000142515
ENSMUSG00000063089	KLK2	ENSG00000167751
ENSMUSG00000063089	KLK1	ENSG00000167748
ENSMUSG00000094399		
ENSMUSG00000103038		
ENSMUSG00000105588		
ENSMUSG00000007827	ANKRD26	ENSG00000107890
ENSMUSG00000104197		
ENSMUSG00000031388	NAA10	ENSG00000102030
ENSMUSG00000103427		
ENSMUSG00000098206		
ENSMUSG00000021032	NGB	ENSG00000165553
ENSMUSG00000032118	FEZ1	ENSG00000149557
ENSMUSG00000026353	UBXN4	ENSG00000144224
ENSMUSG00000060161		
ENSMUSG00000028646	RRAGC	ENSG00000116954
ENSMUSG00000104145		
ENSMUSG00000074259	GRAMD2	ENSG00000175318
ENSMUSG00000107863		
ENSMUSG00000000753	SERPINF1	ENSG00000132386
ENSMUSG00000108746		
ENSMUSG00000098045		
ENSMUSG00000101194		
ENSMUSG00000055193	KLK15	ENSG00000174562
ENSMUSG00000102142		
ENSMUSG00000070880	GAD1	ENSG00000128683
ENSMUSG00000098145		
ENSMUSG00000085094		
ENSMUSG00000098243		
ENSMUSG00000048814	LONRF2	ENSG00000170500
ENSMUSG00000028713	CYP4B1	ENSG00000142973
ENSMUSG00000102277		
ENSMUSG00000031780	CCL17	ENSG00000102970
ENSMUSG00000110243		
ENSMUSG00000059042	KLK3	ENSG00000142515
ENSMUSG00000059042	KLK2	ENSG00000167751
ENSMUSG00000059042	KLK1	ENSG00000167748
ENSMUSG00000104118		
ENSMUSG00000091091	KCNMB3	ENSG00000171121
ENSMUSG00000111529		
ENSMUSG00000089702		
ENSMUSG00000080869		
ENSMUSG00000105257		
ENSMUSG00000078796	ZNF541	ENSG00000118156
ENSMUSG00000081205		
ENSMUSG00000095168		
ENSMUSG00000021866	ANXA11	ENSG00000122359
ENSMUSG00000104679		
ENSMUSG00000105006		
ENSMUSG00000082515		
ENSMUSG00000063133	KLK3	ENSG00000142515
ENSMUSG00000063133	KLK2	ENSG00000167751
ENSMUSG00000063133	KLK1	ENSG00000167748
ENSMUSG00000110891		
ENSMUSG00000031492	CHRNB3	ENSG00000147432
ENSMUSG00000022965	IFNGR2	ENSG00000159128
ENSMUSG00000108192		
ENSMUSG00000108432		
ENSMUSG00000086962		
ENSMUSG00000083196		
ENSMUSG00000108003		
ENSMUSG00000057003	MYH4	ENSG00000264424
ENSMUSG00000024222	FKBP5	ENSG00000096060
ENSMUSG00000095534		
ENSMUSG00000021099	SIX6	ENSG00000184302
ENSMUSG00000105920		
ENSMUSG00000111541		
ENSMUSG00000035572	DCAF10	ENSG00000122741
ENSMUSG00000063800	PRPF38A	ENSG00000134748
ENSMUSG00000103799		
ENSMUSG00000087470		
ENSMUSG00000050148	UBQLN2	ENSG00000188021
ENSMUSG00000082491		
ENSMUSG00000102546		
ENSMUSG00000049421	ZNF260	ENSG00000254004
ENSMUSG00000109593		
ENSMUSG00000076770	TRAV17	ENSG00000211797
ENSMUSG00000021098	C14orf39	ENSG00000179008
ENSMUSG00000025889	SNCA	ENSG00000145335
ENSMUSG00000061992		
ENSMUSG00000083330		
ENSMUSG00000055725	PAQR3	ENSG00000163291
ENSMUSG00000001436	SLC19A1	ENSG00000173638
ENSMUSG00000083367		
ENSMUSG00000037300	TTC13	ENSG00000143643
ENSMUSG00000058833	C19orf60	ENSG00000006015
ENSMUSG00000098609		
ENSMUSG00000038195	RILP	ENSG00000167705
ENSMUSG00000020743	MIF4GD	ENSG00000125457
ENSMUSG00000108861		
ENSMUSG00000031216	STARD8	ENSG00000130052
ENSMUSG00000053528		
ENSMUSG00000111547		
ENSMUSG00000062470		
ENSMUSG00000046897	ZNF740	ENSG00000139651
ENSMUSG00000109458		
ENSMUSG00000108168		
ENSMUSG00000107755		
ENSMUSG00000071149	TAS2R14	ENSG00000212127
ENSMUSG00000087510		
ENSMUSG00000040747	CD53	ENSG00000143119
ENSMUSG00000005609	CTR9	ENSG00000198730
ENSMUSG00000083932		
ENSMUSG00000036636	CLCN7	ENSG00000103249
ENSMUSG00000028322	EXOSC3	ENSG00000107371
ENSMUSG00000107669		
ENSMUSG00000093934		
ENSMUSG00000028938	GALNTL5	ENSG00000106648
ENSMUSG00000085269		
ENSMUSG00000060412	TAS2R13	ENSG00000212128
ENSMUSG00000080799		
ENSMUSG00000089762	IER5L	ENSG00000188483
ENSMUSG00000063698	SFXN4	ENSG00000183605
ENSMUSG00000029319	COQ2	ENSG00000173085
ENSMUSG00000104591		
ENSMUSG00000081449		
ENSMUSG00000034663	BMP2K	ENSG00000138756
ENSMUSG00000096478	TRAV8-1	ENSG00000211782
ENSMUSG00000096478	TRAV8-3	ENSG00000211787
ENSMUSG00000110792		
ENSMUSG00000107888		
ENSMUSG00000045952		
ENSMUSG00000087145		
ENSMUSG00000080927		
ENSMUSG00000015804	MED28	ENSG00000118579
ENSMUSG00000036960	CLCA2	ENSG00000137975
ENSMUSG00000095426	TRAV9-1	ENSG00000211783
ENSMUSG00000095978		
ENSMUSG00000056901	TAS2R13	ENSG00000212128
ENSMUSG00000086515		
ENSMUSG00000017485	TOP2B	ENSG00000077097
ENSMUSG00000078675		
ENSMUSG00000087264		
ENSMUSG00000083163		
ENSMUSG00000110294		
ENSMUSG00000048573		
ENSMUSG00000099486	OR4C15	ENSG00000181939
ENSMUSG00000083541		
ENSMUSG00000075302	ERICH2	ENSG00000204334
ENSMUSG00000030431	TMEM238	ENSG00000233493
ENSMUSG00000029267	MTF2	ENSG00000143033
ENSMUSG00000084862		
ENSMUSG00000036323	SRP72	ENSG00000174780
ENSMUSG00000057580		
ENSMUSG00000091425		
ENSMUSG00000063109		
ENSMUSG00000054659	PM20D2	ENSG00000146281
ENSMUSG00000091816		
ENSMUSG00000005320	FGFR4	ENSG00000160867
ENSMUSG00000070034	SP110	ENSG00000135899
ENSMUSG00000070034	AC009950.1	ENSG00000280755
ENSMUSG00000082673		
ENSMUSG00000025730	RAB40C	ENSG00000197562
ENSMUSG00000103395		
ENSMUSG00000096674		
ENSMUSG00000108924		
ENSMUSG00000033910	GUCY1A3	ENSG00000164116
ENSMUSG00000110249		
ENSMUSG00000075095	OR4C15	ENSG00000181939
ENSMUSG00000095633		
ENSMUSG00000000276	DGKE	ENSG00000153933
ENSMUSG00000102315		
ENSMUSG00000081223		
ENSMUSG00000086041		
ENSMUSG00000099742		
ENSMUSG00000073835		
ENSMUSG00000086053		
ENSMUSG00000057375	YIPF1	ENSG00000058799
ENSMUSG00000104551		
ENSMUSG00000100999		
ENSMUSG00000027257	PACSIN3	ENSG00000165912
ENSMUSG00000109736		
ENSMUSG00000096688		
ENSMUSG00000100487		
ENSMUSG00000106743		
ENSMUSG00000101562		
ENSMUSG00000024083	PJA2	ENSG00000198961
ENSMUSG00000110025		
ENSMUSG00000046756	MRPS7	ENSG00000125445
ENSMUSG00000075094	OR4C6	ENSG00000181903
ENSMUSG00000076555		
ENSMUSG00000009647	MCU	ENSG00000156026
ENSMUSG00000102512		
ENSMUSG00000001435	COL18A1	ENSG00000182871
ENSMUSG00000057290		
ENSMUSG00000031535	DKK4	ENSG00000104371
ENSMUSG00000059461		
ENSMUSG00000051839	GYPA	ENSG00000170180
ENSMUSG00000110064		
ENSMUSG00000050248	EVC2	ENSG00000173040
ENSMUSG00000048142	NAT8L	ENSG00000185818
ENSMUSG00000105369		
ENSMUSG00000095532		
ENSMUSG00000040855	REPS2	ENSG00000169891
ENSMUSG00000109943		
ENSMUSG00000075093		
ENSMUSG00000087425		
ENSMUSG00000081412		
ENSMUSG00000073830		
ENSMUSG00000104076		
ENSMUSG00000097891		
ENSMUSG00000010066	CACNA2D2	ENSG00000007402
ENSMUSG00000102281		
ENSMUSG00000098122		
ENSMUSG00000019849	PREP	ENSG00000085377
ENSMUSG00000075092	OR4C15	ENSG00000181939
ENSMUSG00000024393	PRRC2A	ENSG00000204469
ENSMUSG00000037270	KIAA1109	ENSG00000138688
ENSMUSG00000104169		
ENSMUSG00000086439		
ENSMUSG00000071644	EEF1G	ENSG00000254772
ENSMUSG00000067156		
ENSMUSG00000075091		
ENSMUSG00000033015		
ENSMUSG00000048388	FAM171B	ENSG00000144369
ENSMUSG00000105665		
ENSMUSG00000109298		
ENSMUSG00000104038		
ENSMUSG00000054488		
ENSMUSG00000085275		
ENSMUSG00000108828		
ENSMUSG00000081827		
ENSMUSG00000028813	C1orf94	ENSG00000142698
ENSMUSG00000103598		
ENSMUSG00000087217		
ENSMUSG00000040481	BPTF	ENSG00000171634
ENSMUSG00000111662		
ENSMUSG00000081467		
ENSMUSG00000028777	GNAT3	ENSG00000214415
ENSMUSG00000060860	UBE2S	ENSG00000108106
ENSMUSG00000110849		
ENSMUSG00000071192	WFIKKN1	ENSG00000127578
ENSMUSG00000075090	OR4A15	ENSG00000181958
ENSMUSG00000081941		
ENSMUSG00000081259		
ENSMUSG00000087400		
ENSMUSG00000109335		
ENSMUSG00000083079		
ENSMUSG00000107785		
ENSMUSG00000109506		
ENSMUSG00000024581	NAPG	ENSG00000134265
ENSMUSG00000028436	DCAF12	ENSG00000198876
ENSMUSG00000084295		
ENSMUSG00000106564		
ENSMUSG00000090188		
ENSMUSG00000080805		
ENSMUSG00000019997	CTGF	ENSG00000118523
ENSMUSG00000047363		
ENSMUSG00000109013		
ENSMUSG00000009555	CDK9	ENSG00000136807
ENSMUSG00000025728	PIGQ	ENSG00000007541
ENSMUSG00000031781	CIAPIN1	ENSG00000005194
ENSMUSG00000111302		
ENSMUSG00000054434	TMEM120B	ENSG00000188735
ENSMUSG00000111517	OR4A16	ENSG00000181961
ENSMUSG00000111517	OR4A8	ENSG00000225997
ENSMUSG00000111517	OR4A5	ENSG00000221840
ENSMUSG00000108831		
ENSMUSG00000094449		
ENSMUSG00000103056		
ENSMUSG00000030432	RPL28	ENSG00000108107
ENSMUSG00000097651		
ENSMUSG00000039246	LYPLAL1	ENSG00000143353
ENSMUSG00000058515	OR8D1	ENSG00000196341
ENSMUSG00000082279		
ENSMUSG00000110463		
ENSMUSG00000109042		
ENSMUSG00000047696	RP11-392E22.9	ENSG00000283486
ENSMUSG00000100328		
ENSMUSG00000082007		
ENSMUSG00000053217	TAS2R20	ENSG00000255837
ENSMUSG00000053217	TAS2R50	ENSG00000212126
ENSMUSG00000053217	TAS2R46	ENSG00000226761
ENSMUSG00000053217	TAS2R43	ENSG00000255374
ENSMUSG00000053217	TAS2R30	ENSG00000256188
ENSMUSG00000053217	TAS2R19	ENSG00000212124
ENSMUSG00000053217	TAS2R31	ENSG00000256436
ENSMUSG00000101321		
ENSMUSG00000046317		
ENSMUSG00000085012		
ENSMUSG00000031391	L1CAM	ENSG00000198910
ENSMUSG00000066607	C15orf59	ENSG00000205363
ENSMUSG00000086912		
ENSMUSG00000107592		
ENSMUSG00000094841		
ENSMUSG00000102425		
ENSMUSG00000094792	TRAV13-1	ENSG00000211788
ENSMUSG00000094792	TRAV13-2	ENSG00000211791
ENSMUSG00000006442	SRM	ENSG00000116649
ENSMUSG00000037358	CXorf36	ENSG00000147113
ENSMUSG00000046062	PPP1R15B	ENSG00000158615
ENSMUSG00000083887		
ENSMUSG00000086392		
ENSMUSG00000043424	EIF3J	ENSG00000104131
ENSMUSG00000069792		
ENSMUSG00000083488		
ENSMUSG00000080994		
ENSMUSG00000053367	AC006116.20	ENSG00000267710
ENSMUSG00000099869		
ENSMUSG00000001632	BRPF1	ENSG00000156983
ENSMUSG00000102790		
ENSMUSG00000031697	ORC6	ENSG00000091651
ENSMUSG00000103449		
ENSMUSG00000023940	SGO1	ENSG00000129810
ENSMUSG00000104642		
ENSMUSG00000011877	GIT1	ENSG00000108262
ENSMUSG00000081506		
ENSMUSG00000106096		
ENSMUSG00000106641		
ENSMUSG00000105556		
ENSMUSG00000030225	DERA	ENSG00000023697
ENSMUSG00000058349	TAS2R14	ENSG00000212127
ENSMUSG00000104222		
ENSMUSG00000106429		
ENSMUSG00000086405		
ENSMUSG00000108250		
ENSMUSG00000027708	DCUN1D1	ENSG00000043093
ENSMUSG00000092240		
ENSMUSG00000087268		
ENSMUSG00000053687	DPEP2	ENSG00000167261
ENSMUSG00000107683		
ENSMUSG00000092306		
ENSMUSG00000038403	HFE2	ENSG00000168509
ENSMUSG00000092457		
ENSMUSG00000075410	PRCD	ENSG00000214140
ENSMUSG00000046280	SHE	ENSG00000169291
ENSMUSG00000027977	NDST3	ENSG00000164100
ENSMUSG00000100215		
ENSMUSG00000029847		
ENSMUSG00000035112	WNK4	ENSG00000126562
ENSMUSG00000020431	ADCY1	ENSG00000164742
ENSMUSG00000025977	BOLL	ENSG00000152430
ENSMUSG00000026387	SCTR	ENSG00000080293
ENSMUSG00000049823	ZBTB12	ENSG00000204366
ENSMUSG00000003316	GLG1	ENSG00000090863
ENSMUSG00000109317		
ENSMUSG00000026360	RGS2	ENSG00000116741
ENSMUSG00000026556	VANGL2	ENSG00000162738
ENSMUSG00000030471	ZDHHC13	ENSG00000177054
ENSMUSG00000020515	CNOT8	ENSG00000155508
ENSMUSG00000082729		
ENSMUSG00000020810	CYGB	ENSG00000161544
ENSMUSG00000092511	XXbac-BPG116M5.17	ENSG00000244255
ENSMUSG00000092511	CFB	ENSG00000243649
ENSMUSG00000020061	MYBPC1	ENSG00000196091
ENSMUSG00000022054	NEFM	ENSG00000104722
ENSMUSG00000023032	SLC4A8	ENSG00000050438
ENSMUSG00000027355	TMCO5A	ENSG00000166069
ENSMUSG00000031696	VPS35	ENSG00000069329
ENSMUSG00000031782	COQ9	ENSG00000088682
ENSMUSG00000102217		
ENSMUSG00000106847		
ENSMUSG00000103837		
ENSMUSG00000006315	TMEM147	ENSG00000105677
ENSMUSG00000096173		
ENSMUSG00000022055	NEFL	ENSG00000277586
ENSMUSG00000103690		
ENSMUSG00000101698		
ENSMUSG00000101098		
ENSMUSG00000103285		
ENSMUSG00000109375		
ENSMUSG00000067847	ROMO1	ENSG00000125995
ENSMUSG00000024371	C2	ENSG00000166278
ENSMUSG00000094854		
ENSMUSG00000038791	SCGB3A2	ENSG00000164265
ENSMUSG00000034552	ZSWIM2	ENSG00000163012
ENSMUSG00000108876		
ENSMUSG00000087153		
ENSMUSG00000032925	ITGBL1	ENSG00000198542
ENSMUSG00000110531		
ENSMUSG00000085083		
ENSMUSG00000031095	CUL4B	ENSG00000158290
ENSMUSG00000089824	RBM12	ENSG00000244462
ENSMUSG00000043529		
ENSMUSG00000009580	ODAM	ENSG00000109205
ENSMUSG00000086526		
ENSMUSG00000074398		
ENSMUSG00000085626		
ENSMUSG00000031898	DPEP3	ENSG00000141096
ENSMUSG00000078584	C1orf50	ENSG00000164008
ENSMUSG00000038393	TXNIP	ENSG00000265972
ENSMUSG00000105102		
ENSMUSG00000104951		
ENSMUSG00000029449	RHOF	ENSG00000139725
ENSMUSG00000108376		
ENSMUSG00000046182	GSG1L	ENSG00000169181
ENSMUSG00000031536	POLB	ENSG00000070501
ENSMUSG00000030427	LILRB5	ENSG00000105609
ENSMUSG00000030427	LILRB4	ENSG00000186818
ENSMUSG00000030427	LILRA6	ENSG00000244482
ENSMUSG00000030427	LILRB3	ENSG00000204577
ENSMUSG00000030427	LILRA5	ENSG00000187116
ENSMUSG00000030427	LILRA4	ENSG00000239961
ENSMUSG00000104860		
ENSMUSG00000031901	DUS2	ENSG00000167264
ENSMUSG00000105095		
ENSMUSG00000111035		
ENSMUSG00000027709	MCCC1	ENSG00000078070
ENSMUSG00000014550	RBSN	ENSG00000131381
ENSMUSG00000027667	ZNF639	ENSG00000121864
ENSMUSG00000084968		
ENSMUSG00000069601	ANK3	ENSG00000151150
ENSMUSG00000028587	ORC1	ENSG00000085840
ENSMUSG00000085105		
ENSMUSG00000024456	DIAPH1	ENSG00000131504
ENSMUSG00000082793		
ENSMUSG00000111697		
ENSMUSG00000108737		
ENSMUSG00000028642	RP5-994D16.11	ENSG00000274386
ENSMUSG00000099266		
ENSMUSG00000101865		
ENSMUSG00000057381	TAS2R14	ENSG00000212127
ENSMUSG00000066571	KIAA0355	ENSG00000166398
ENSMUSG00000097177		
ENSMUSG00000033379	ATP6V0B	ENSG00000117410
ENSMUSG00000006024	NAPA	ENSG00000105402
ENSMUSG00000103572		
ENSMUSG00000030194	TAS2R14	ENSG00000212127
ENSMUSG00000111136		
ENSMUSG00000050702		
ENSMUSG00000057424		
ENSMUSG00000108257		
ENSMUSG00000107980		
ENSMUSG00000040782	RFWD2	ENSG00000143207
ENSMUSG00000075088		
ENSMUSG00000000983		
ENSMUSG00000025488		
ENSMUSG00000095128		
ENSMUSG00000108767		
ENSMUSG00000110457		
ENSMUSG00000111174	OR4A16	ENSG00000181961
ENSMUSG00000111174	OR4A8	ENSG00000225997
ENSMUSG00000111174	OR4A5	ENSG00000221840
ENSMUSG00000045538	DDX28	ENSG00000182810
ENSMUSG00000067399	TRIM43	ENSG00000144015
ENSMUSG00000074417	LILRB5	ENSG00000105609
ENSMUSG00000074417	LILRB4	ENSG00000186818
ENSMUSG00000074417	LILRA6	ENSG00000244482
ENSMUSG00000074417	LILRB3	ENSG00000204577
ENSMUSG00000074417	LILRA5	ENSG00000187116
ENSMUSG00000074417	LILRA4	ENSG00000239961
ENSMUSG00000075086	OR4A16	ENSG00000181961
ENSMUSG00000075086	OR4A8	ENSG00000225997
ENSMUSG00000075086	OR4A5	ENSG00000221840
ENSMUSG00000109628		
ENSMUSG00000018433	NOL11	ENSG00000130935
ENSMUSG00000089942	LILRB5	ENSG00000105609
ENSMUSG00000089942	LILRB4	ENSG00000186818
ENSMUSG00000089942	LILRA6	ENSG00000244482
ENSMUSG00000089942	LILRB3	ENSG00000204577
ENSMUSG00000089942	LILRA5	ENSG00000187116
ENSMUSG00000089942	LILRA4	ENSG00000239961
ENSMUSG00000094767		
ENSMUSG00000108213		
ENSMUSG00000040564	APOC1	ENSG00000130208
ENSMUSG00000094176	TRAV9-2	ENSG00000211793
ENSMUSG00000094739	SPIN2A	ENSG00000147059
ENSMUSG00000094739	SPIN2B	ENSG00000186787
ENSMUSG00000090231	XXbac-BPG116M5.17	ENSG00000244255
ENSMUSG00000090231	CFB	ENSG00000243649
ENSMUSG00000098090		
ENSMUSG00000092265		
ENSMUSG00000062952	TAS2R14	ENSG00000212127
ENSMUSG00000074268	AMY1C	ENSG00000187733
ENSMUSG00000074268	AMY1A	ENSG00000237763
ENSMUSG00000074268	AMY1B	ENSG00000174876
ENSMUSG00000074268	AMY2A	ENSG00000243480
ENSMUSG00000074268	AMY2B	ENSG00000240038
ENSMUSG00000107460		
ENSMUSG00000084936		
ENSMUSG00000056926	TAS2R14	ENSG00000212127
ENSMUSG00000001440	KPNB1	ENSG00000108424
ENSMUSG00000075085	OR4A16	ENSG00000181961
ENSMUSG00000075085	OR4A8	ENSG00000225997
ENSMUSG00000075085	OR4A5	ENSG00000221840
ENSMUSG00000026227	C2orf72	ENSG00000204128
ENSMUSG00000107594		
ENSMUSG00000074220	ZNF382	ENSG00000161298
ENSMUSG00000020441	C1orf35	ENSG00000143793
ENSMUSG00000042353	FREM3	ENSG00000183090
ENSMUSG00000085316		
ENSMUSG00000104231		
ENSMUSG00000059410	TAS2R14	ENSG00000212127
ENSMUSG00000098121		
ENSMUSG00000066057		
ENSMUSG00000087479		
ENSMUSG00000102480		
ENSMUSG00000085278		
ENSMUSG00000027620	RBM39	ENSG00000131051
ENSMUSG00000025716	MYO3A	ENSG00000095777
ENSMUSG00000076556		
ENSMUSG00000042104	UGGT2	ENSG00000102595
ENSMUSG00000075416		
ENSMUSG00000063406	TMED5	ENSG00000117500
ENSMUSG00000036698	AGO2	ENSG00000123908
ENSMUSG00000074420		
ENSMUSG00000054679	SRSF12	ENSG00000154548
ENSMUSG00000085655		
ENSMUSG00000090113	NHLRC4	ENSG00000257108
ENSMUSG00000095390		
ENSMUSG00000104471		
ENSMUSG00000028943	ESPN	ENSG00000187017
ENSMUSG00000110957		
ENSMUSG00000074418		
ENSMUSG00000102390		
ENSMUSG00000053004	HRH1	ENSG00000196639
ENSMUSG00000090527		
ENSMUSG00000058818	LILRB5	ENSG00000105609
ENSMUSG00000058818	LILRB4	ENSG00000186818
ENSMUSG00000058818	LILRA6	ENSG00000244482
ENSMUSG00000058818	LILRB3	ENSG00000204577
ENSMUSG00000058818	LILRA5	ENSG00000187116
ENSMUSG00000058818	LILRA4	ENSG00000239961
ENSMUSG00000110989		
ENSMUSG00000084300		
